deployment_id,facility_id,department,sanctioned_positions,actual_headcount
1193,44,IT,102,46
1194,12,Finance,92,103
1195,49,Support,121,146
1196,41,IT,14,78
1197,39,Operations,141,103
1198,15,Operations,30,127
1199,5,Sales,73,138
1200,6,Finance,20,99
1201,32,Sales,65,39
1202,14,Support,51,113
1203,49,Operations,109,80
1204,35,Sales,93,75
1205,44,IT,120,67
1206,6,Support,40,101
1207,31,HR,141,83
1208,39,HR,107,99
1209,38,Support,11,36
1210,35,Support,76,94
1211,11,Operations,92,43
1212,1,Finance,20,96
1213,23,IT,94,10
1214,31,Operations,68,32
1215,4,Sales,85,113
1216,33,IT,17,71
1217,21,HR,102,146
1218,40,Support,57,39
1219,6,Operations,95,98
1220,28,IT,102,115
1221,33,Operations,60,76
1222,10,HR,135,45
1223,14,IT,134,74
1224,28,Sales,75,149
1225,15,Finance,141,78
1226,48,HR,42,41
1227,38,HR,14,57
1228,7,Operations,39,18
1229,17,HR,136,127
1230,17,Finance,117,12
1231,13,Sales,21,26
1232,25,Finance,14,115
1233,1,IT,29,27
1234,17,Operations,29,32
1235,29,Finance,130,120
1236,10,HR,114,37
1237,14,Finance,36,19
1238,47,HR,35,139
1239,43,Finance,126,24
1240,11,IT,96,145
1241,2,Operations,124,119
1242,13,Operations,137,51
1243,22,Sales,90,102
1244,41,Finance,26,50
1245,1,Support,95,125
1246,21,Finance,65,139
1247,10,HR,62,22
1248,4,Operations,64,99
1249,5,Support,23,77
1250,14,Support,116,51
1251,26,Sales,97,94
1252,49,Finance,43,103
1253,27,Finance,142,31
1254,7,Sales,124,129
1255,27,Operations,120,20
1256,20,Finance,104,23
1257,43,HR,55,61
1258,45,IT,37,22
1259,10,Sales,107,22
1260,6,Sales,128,44
1261,20,Sales,19,75
1262,25,IT,68,33
1263,11,IT,104,27
1264,15,Finance,60,78
1265,9,IT,78,47
1266,25,Finance,88,149
1267,3,Support,89,82
1268,14,Finance,104,65
1269,34,HR,138,48
1270,12,Support,11,41
1271,38,Finance,11,41
1272,1,Support,149,145
1273,20,HR,144,78
1274,33,Finance,147,101
1275,26,HR,106,143
1276,7,Support,143,101
1277,10,Support,46,79
1278,29,Finance,52,73
1279,8,HR,66,44
1280,40,HR,111,23
1281,23,Finance,100,34
1282,7,IT,67,47
1283,50,IT,83,62
1284,17,Sales,67,26
1285,10,Finance,123,22
1286,42,Support,64,31
1287,10,Operations,94,78
1288,8,Finance,145,65
1289,8,Sales,60,34
1290,32,HR,72,96
1291,15,Finance,82,41
1292,14,Operations,52,140
1293,40,Sales,54,55
1294,31,Support,42,145
1295,23,IT,98,89
1296,20,IT,63,108
1297,29,HR,53,13
1298,44,Finance,89,31
1299,22,Finance,43,129
1300,13,Sales,68,99
1301,24,Sales,140,10
1302,27,Support,111,63
1303,31,HR,50,14
1304,34,Operations,42,145
1305,30,Finance,76,44
1306,17,Finance,117,31
1307,37,HR,44,104
1308,35,HR,143,9
1309,21,IT,57,19
1310,40,Finance,138,86
1311,11,HR,127,69
1312,29,Sales,113,62
1313,50,Operations,86,134
1314,31,HR,105,36
1315,8,Finance,92,135
1316,38,IT,105,141
1317,25,HR,141,116
1318,40,Finance,96,13
1319,17,HR,95,124
1320,40,HR,100,64
1321,34,Sales,92,9
1322,9,Operations,48,78
1323,16,HR,121,95
1324,36,Sales,95,116
1325,46,Finance,31,96
1326,14,Finance,101,38
1327,50,HR,103,9
1328,13,Support,130,104
1329,50,Operations,148,21
1330,35,Finance,53,35
1331,7,Finance,106,81
1332,48,HR,94,25
1333,22,HR,57,70
1334,16,Support,87,31
1335,49,HR,89,45
1336,19,Sales,49,140
1337,2,IT,42,72
1338,28,Finance,114,52
1339,5,HR,134,20
1340,40,Finance,42,107
1341,30,IT,67,18
1342,48,IT,73,112
1343,34,HR,142,38
1344,19,HR,60,19
1345,49,IT,145,44
1346,19,Sales,112,38
1347,30,Sales,33,98
1348,34,Sales,53,47
1349,40,IT,64,110
1350,5,Operations,119,113
1351,43,Sales,55,109
1352,18,HR,118,24
1353,45,IT,143,50
1354,1,Operations,85,119
1355,38,Finance,139,85
1356,19,Support,148,47
1357,20,IT,56,115
1358,23,Operations,21,149
1359,40,IT,12,121
1360,19,Sales,146,93
1361,47,Operations,74,113
1362,25,Sales,108,57
1363,21,Finance,45,76
1364,5,Support,18,117
1365,28,HR,106,10
1366,21,Finance,128,86
1367,34,Operations,85,28
1368,40,Operations,18,22
1369,5,HR,85,48
1370,14,Sales,29,15
1371,32,Finance,118,96
1372,29,Sales,139,25
1373,17,HR,66,73
1374,2,Operations,79,138
1375,50,Operations,102,27
1376,9,Operations,30,102
1377,32,Sales,31,53
1378,29,IT,145,100
1379,22,Finance,92,22
1380,11,IT,134,116
1381,31,HR,93,13
1382,47,HR,73,111
1383,27,HR,29,82
1384,8,Sales,24,118
1385,25,Support,107,127
1386,22,Sales,110,25
1387,48,Support,137,72
1388,23,IT,146,56
1389,2,Operations,116,44
1390,22,HR,49,85
1391,18,HR,51,79
1392,35,Operations,52,103
1393,33,Support,62,34
1394,41,Support,67,94
1395,12,Support,119,116
1396,50,Finance,83,10
1397,13,Sales,141,89
1398,16,Operations,52,95
1399,3,HR,148,62
1400,44,Operations,145,66
1401,34,HR,57,116
1402,45,Finance,136,126
1403,14,Operations,141,49
1404,3,Finance,62,37
1405,34,Support,60,28
1406,16,Operations,65,34
1407,21,Support,83,40
1408,22,Support,19,116
1409,1,Finance,126,42
1410,44,Support,91,69
1411,15,IT,39,59
1412,15,Support,49,72
1413,26,Operations,132,131
1414,5,HR,46,9
1415,20,Sales,82,13
1416,4,Support,48,136
1417,18,Operations,118,22
1418,7,Operations,135,42
1419,2,IT,35,76
1420,39,IT,41,9
1421,19,Support,144,26
1422,31,IT,35,93
1423,38,Sales,69,98
1424,28,HR,65,77
1425,4,Finance,19,11
1426,33,HR,47,130
1427,29,Sales,39,111
1428,12,IT,66,31
1429,46,Finance,106,148
1430,23,HR,76,105
1431,41,Sales,100,48
1432,36,Support,144,123
1433,31,Finance,51,40
1434,44,IT,25,22
1435,14,IT,119,105
1436,30,Support,87,122
1437,21,HR,95,148
1438,41,Operations,104,30
1439,27,Finance,119,134
1440,4,HR,31,40
1441,38,Finance,122,71
1442,33,HR,123,79
1443,26,HR,13,98
1444,36,Finance,113,109
1445,9,Operations,31,37
1446,36,Finance,109,28
1447,36,Finance,40,101
1448,32,HR,71,64
1449,26,Finance,108,66
1450,40,IT,39,58
1451,2,HR,68,37
1452,33,HR,60,19
1453,19,Finance,24,34
1454,46,Operations,43,49
1455,34,Support,103,97
1456,7,HR,131,109
1457,14,Finance,118,57
1458,38,Finance,127,97
1459,30,HR,56,57
1460,13,Operations,133,48
1461,29,Support,99,88
1462,30,HR,89,145
1463,23,Support,69,68
1464,37,Operations,115,55
1465,34,Operations,25,73
1466,16,HR,61,75
1467,37,Operations,88,143
1468,4,HR,121,64
1469,5,Operations,141,10
1470,47,IT,75,16
1471,50,Operations,143,73
1472,38,HR,41,33
1473,16,Sales,58,84
1474,4,IT,77,115
1475,35,Sales,89,27
1476,2,HR,133,58
1477,9,HR,58,38
1478,23,Support,66,16
1479,22,Sales,129,8
1480,18,Sales,132,76
1481,20,Finance,40,14
1482,18,Operations,104,9
1483,49,IT,87,58
1484,29,Operations,114,21
1485,1,Operations,54,36
1486,28,Operations,123,112
1487,19,Support,82,143
1488,30,IT,65,66
1489,48,Sales,12,24
1490,20,Finance,148,14
1491,22,Finance,36,60
1492,26,Support,53,42
1493,3,HR,38,146
1494,33,Sales,103,145
1495,16,Finance,75,118
1496,29,HR,30,125
1497,8,Finance,97,109
1498,37,IT,66,27
1499,38,Support,48,62
1500,12,Support,47,136
1501,35,Sales,89,135
1502,7,Sales,21,119
1503,37,HR,31,119
1504,2,Sales,10,114
1505,38,HR,75,133
1506,29,Finance,16,97
1507,7,Operations,55,118
1508,41,Sales,144,22
1509,11,Operations,92,40
1510,30,Finance,66,126
1511,2,Finance,12,47
1512,9,Sales,34,100
1513,15,Support,57,47
1514,9,HR,100,94
1515,34,Support,67,149
1516,9,Finance,45,28
1517,45,IT,134,8
1518,15,HR,52,109
1519,3,HR,70,113
1520,36,IT,73,92
1521,5,Finance,100,116
1522,8,Support,21,75
1523,43,HR,93,31
1524,45,Support,46,111
1525,39,Support,77,60
1526,15,Finance,113,132
1527,30,Support,19,62
1528,42,HR,49,63
1529,49,Support,17,114
1530,15,Sales,24,77
1531,13,HR,137,40
1532,3,Finance,43,86
1533,7,Finance,33,109
1534,4,Operations,144,72
1535,5,Operations,141,92
1536,1,Finance,63,57
1537,3,Support,63,100
1538,7,IT,117,26
1539,13,Operations,83,100
1540,17,Operations,42,126
1541,37,HR,22,105
1542,8,Operations,20,67
1543,25,IT,82,131
1544,18,Operations,48,97
1545,32,Sales,104,45
1546,36,Finance,62,98
1547,38,Sales,81,66
1548,50,Sales,36,137
1549,38,IT,122,132
1550,40,IT,147,47
1551,28,Operations,39,120
1552,20,IT,22,145
1553,31,Sales,28,137
1554,27,HR,83,56
1555,43,Finance,15,73
1556,46,IT,145,47
1557,32,Support,132,50
1558,31,Finance,45,133
1559,21,Operations,29,127
1560,6,HR,105,101
1561,23,Sales,68,43
1562,34,Finance,12,126
1563,7,IT,59,20
1564,48,HR,35,45
1565,36,Sales,69,117
1566,16,Finance,129,30
1567,6,IT,101,93
1568,41,IT,71,74
1569,17,HR,122,57
1570,27,Finance,72,38
1571,25,HR,121,107
1572,19,Support,78,11
1573,30,Finance,147,50
1574,20,Operations,94,83
1575,33,IT,117,19
1576,42,Operations,54,29
1577,5,Support,33,60
1578,21,HR,74,121
1579,17,Sales,17,127
1580,50,IT,104,31
1581,31,HR,77,108
1582,21,Sales,78,122
1583,4,Support,111,58
1584,22,Operations,72,13
1585,21,Sales,53,110
1586,38,IT,51,63
1587,31,Sales,140,49
1588,1,HR,60,43
1589,2,HR,119,73
1590,15,HR,86,74
1591,42,IT,97,41
1592,16,HR,30,114
1593,35,IT,97,145
1594,9,Operations,23,12
1595,48,HR,138,35
1596,30,IT,136,141
1597,30,Finance,137,137
1598,50,Support,36,23
1599,17,IT,137,89
1600,30,Support,57,32
1601,47,Support,81,75
1602,26,Operations,30,73
1603,24,Sales,27,70
1604,19,Support,33,32
1605,41,HR,33,36
1606,22,IT,42,68
1607,40,Sales,98,143
1608,22,Sales,32,130
1609,37,IT,62,18
1610,15,HR,149,118
1611,42,Sales,17,140
1612,16,Finance,71,128
1613,16,Sales,60,128
1614,34,Support,66,11
1615,34,Operations,68,149
1616,34,Support,97,22
1617,2,Finance,114,77
1618,49,Sales,118,109
1619,40,Finance,96,132
1620,8,Support,67,104
1621,50,IT,110,77
1622,18,IT,52,8
1623,17,HR,41,123
1624,29,IT,74,22
1625,49,Sales,124,55
1626,46,Finance,76,31
1627,25,Finance,79,23
1628,27,Finance,94,81
1629,29,Operations,101,50
1630,21,Operations,135,72
1631,32,Finance,108,66
1632,50,Sales,80,100
1633,23,Support,102,100
1634,6,IT,13,134
1635,15,Operations,46,121
1636,19,HR,83,119
1637,39,Support,124,40
1638,48,Support,134,12
1639,39,Support,105,101
1640,31,HR,102,44
1641,40,IT,59,20
1642,15,Sales,94,21
1643,17,HR,144,39
1644,30,Finance,99,115
1645,45,IT,143,25
1646,34,Sales,85,96
1647,36,Support,106,131
1648,49,Support,128,116
1649,17,Operations,133,52
1650,10,Operations,29,29
1651,30,IT,108,116
1652,25,Sales,11,119
1653,4,Finance,113,119
1654,41,Sales,53,109
1655,46,HR,136,126
1656,11,IT,33,19
1657,16,Support,148,59
1658,15,Finance,73,148
1659,47,Support,147,46
1660,10,Operations,71,135
1661,40,Operations,97,135
1662,8,HR,78,48
1663,42,Sales,17,126
1664,40,Sales,14,73
1665,37,Sales,54,118
1666,21,Operations,51,124
1667,43,IT,71,76
1668,4,Operations,133,71
1669,20,Sales,68,66
1670,50,HR,42,143
1671,46,Operations,50,13
1672,36,IT,126,22
1673,29,Sales,41,51
1674,36,Support,85,104
1675,34,IT,75,94
1676,20,Sales,32,74
1677,10,Sales,78,113
1678,18,HR,46,41
1679,5,HR,69,109
1680,46,Sales,65,92
1681,12,Operations,83,139
1682,43,IT,33,37
1683,44,IT,125,130
1684,34,Sales,146,70
1685,28,Operations,135,46
1686,10,Support,81,49
1687,14,Sales,105,83
1688,31,Finance,127,69
1689,31,Support,90,108
1690,38,HR,34,35
1691,23,HR,38,51
1692,50,Finance,86,47
1693,22,Support,66,70
1694,3,Operations,66,63
1695,29,Operations,146,22
1696,34,Sales,141,80
1697,40,Finance,99,115
1698,5,Operations,115,39
1699,41,Finance,109,47
1700,25,Sales,131,15
1701,17,Finance,114,127
1702,13,Operations,91,37
1703,41,IT,82,122
1704,11,Finance,149,57
1705,16,HR,139,146
1706,48,Sales,40,105
1707,2,IT,42,10
1708,25,HR,16,123
1709,27,HR,96,106
1710,35,Support,21,83
1711,49,Support,10,116
1712,4,Operations,143,101
1713,40,HR,10,124
1714,13,HR,85,22
1715,19,IT,102,142
1716,49,Sales,134,25
1717,31,HR,127,105
1718,20,Finance,134,15
1719,31,Operations,144,85
1720,18,Support,115,141
1721,15,Operations,21,15
1722,50,Finance,22,148
1723,19,HR,37,123
1724,4,Sales,89,124
1725,39,HR,58,94
1726,15,Sales,143,139
1727,4,Sales,12,121
1728,33,Operations,28,106
1729,3,IT,47,82
1730,12,Support,135,134
1731,23,Support,78,63
1732,30,HR,14,90
1733,24,Support,10,131
1734,5,Finance,40,107
1735,44,Sales,137,59
1736,26,IT,11,84
1737,13,Support,62,74
1738,16,Sales,146,25
1739,49,Sales,61,33
1740,28,Operations,84,148
1741,39,Sales,63,96
1742,28,Sales,121,80
1743,15,Finance,126,110
1744,45,Sales,131,144
1745,23,Support,99,103
1746,20,Sales,11,109
1747,35,Operations,109,84
1748,14,Sales,107,146
1749,8,Sales,60,105
1750,40,Operations,142,125
1751,16,Support,137,94
1752,5,Sales,107,96
1753,33,Finance,73,30
1754,21,HR,128,61
1755,14,IT,125,64
1756,18,Operations,43,129
1757,47,Support,42,131
1758,41,IT,90,38
1759,14,Support,130,30
1760,29,Finance,121,143
1761,38,Sales,113,101
1762,24,Finance,118,121
1763,15,Support,95,21
1764,13,Sales,10,16
1765,21,Support,39,49
1766,7,Operations,140,109
1767,7,HR,145,20
1768,42,IT,18,82
1769,12,HR,18,30
1770,11,Sales,61,50
1771,5,IT,79,99
1772,40,Sales,140,64
1773,17,IT,121,34
1774,12,Finance,136,118
1775,38,HR,39,147
1776,3,Operations,88,120
1777,27,Operations,26,80
1778,27,IT,19,16
1779,23,Sales,73,114
1780,20,Operations,137,146
1781,10,Support,70,120
1782,31,Sales,66,51
1783,46,Operations,145,14
1784,39,Support,23,125
1785,8,Operations,34,42
1786,20,Support,85,118
1787,38,Finance,65,143
1788,46,Sales,54,50
1789,6,Sales,128,130
1790,44,Finance,118,38
1791,6,Sales,28,29
1792,5,IT,136,105
1793,47,Operations,58,103
1794,9,HR,94,69
1795,34,Sales,137,29
1796,24,Finance,34,57
1797,45,Operations,57,13
1798,19,Finance,69,131
1799,6,IT,121,97
1800,24,Operations,97,116
1801,33,Sales,23,84
1802,24,Finance,66,97
1803,33,Support,112,64
1804,44,IT,88,28
1805,26,IT,71,23
1806,4,HR,35,47
1807,13,Sales,21,41
1808,35,Support,30,62
1809,24,HR,60,80
1810,47,Sales,45,100
1811,34,Finance,103,96
1812,27,Finance,18,86
1813,21,IT,95,56
1814,2,HR,19,94
1815,24,Support,81,42
1816,44,Sales,91,135
1817,44,IT,16,14
1818,5,Sales,118,12
1819,22,Operations,69,67
1820,22,HR,78,147
1821,29,Finance,57,62
1822,24,Operations,79,52
1823,1,Operations,43,38
1824,9,Sales,33,76
1825,45,IT,86,27
1826,15,IT,105,53
1827,14,Operations,94,113
1828,42,IT,17,95
1829,33,IT,62,86
1830,5,Sales,62,48
1831,50,Sales,78,21
1832,7,HR,118,26
1833,40,Operations,78,42
1834,17,IT,119,71
1835,39,Finance,83,87
1836,17,IT,51,113
1837,5,Finance,47,20
1838,24,HR,71,78
1839,23,Operations,143,83
1840,13,Sales,63,119
1841,47,Sales,91,74
1842,12,HR,75,96
1843,7,HR,148,10
1844,28,Support,10,131
1845,12,IT,20,67
1846,2,Finance,51,100
1847,3,Operations,122,125
1848,3,Operations,16,26
1849,42,Sales,30,126
1850,42,Finance,73,65
1851,50,Finance,92,108
1852,2,IT,77,47
1853,32,Operations,106,60
1854,24,Support,106,77
1855,15,IT,10,62
1856,35,Operations,105,53
1857,31,Operations,130,74
1858,17,HR,48,111
1859,38,IT,30,18
1860,49,HR,57,100
1861,29,Operations,70,34
1862,43,Finance,40,124
1863,11,HR,30,52
1864,24,HR,113,47
1865,10,Support,90,48
1866,8,Sales,111,94
1867,1,Operations,149,51
1868,20,IT,77,50
1869,1,HR,62,108
1870,7,Sales,41,50
1871,35,Operations,144,126
1872,9,Sales,144,108
1873,45,Support,68,14
1874,26,IT,147,39
1875,26,Operations,76,102
1876,27,IT,98,34
1877,32,Operations,36,118
1878,4,Operations,46,75
1879,35,Finance,56,30
1880,23,IT,120,124
1881,8,Support,57,75
1882,25,Operations,60,88
1883,41,Operations,122,79
1884,46,Support,61,100
1885,35,Finance,17,123
1886,35,HR,14,102
1887,21,Sales,36,70
1888,48,IT,119,140
1889,49,IT,33,143
1890,48,IT,61,12
1891,39,IT,109,102
1892,19,HR,139,76
1893,20,Sales,44,18
1894,9,Operations,106,98
1895,42,HR,38,39
1896,5,IT,27,24
1897,18,Sales,145,91
1898,12,Operations,73,116
1899,34,Operations,107,63
1900,30,Support,99,22
1901,22,Support,55,125
1902,49,IT,72,141
1903,44,Support,147,122
1904,19,HR,105,80
1905,21,Support,52,87
1906,36,Sales,144,48
1907,3,Operations,40,94
1908,50,Operations,135,99
1909,4,Operations,106,64
1910,45,Finance,111,136
1911,41,IT,139,103
1912,33,HR,105,63
1913,9,HR,101,99
1914,1,Finance,54,56
1915,47,Sales,125,34
1916,2,Sales,120,141
1917,30,Support,70,79
1918,5,Operations,50,104
1919,43,Sales,15,133
1920,25,Operations,121,80
1921,49,Sales,91,77
1922,6,Finance,79,66
1923,5,Operations,73,17
1924,21,Operations,15,88
1925,2,Sales,70,78
1926,9,HR,35,125
1927,39,Support,122,84
1928,46,Operations,116,112
1929,28,Support,135,55
1930,40,Support,75,33
1931,16,Finance,96,93
1932,2,Support,81,65
1933,5,Support,26,67
1934,35,Finance,48,23
1935,40,HR,111,57
1936,14,IT,71,115
1937,30,Sales,72,148
1938,26,HR,139,122
1939,8,Sales,96,50
1940,10,Operations,136,68
1941,16,Support,118,69
1942,50,Finance,87,43
1943,17,IT,83,61
1944,38,IT,44,82
1945,44,Support,17,137
1946,18,HR,109,9
1947,8,Support,16,97
1948,9,IT,22,111
1949,24,Finance,64,35
1950,42,Support,39,23
1951,29,IT,143,81
1952,8,HR,30,91
1953,1,Operations,100,38
1954,42,Operations,79,68
1955,47,HR,32,140
1956,43,Sales,44,53
1957,12,HR,14,117
1958,36,HR,59,8
1959,39,Operations,22,24
1960,11,Finance,16,117
1961,16,HR,104,32
1962,21,HR,37,8
1963,11,Support,71,58
1964,47,IT,12,102
1965,15,Sales,87,109
1966,29,Sales,97,96
1967,49,Support,122,141
1968,48,IT,133,77
1969,15,IT,73,77
1970,44,Operations,94,99
1971,44,Support,59,113
1972,46,Sales,43,121
1973,27,Support,53,97
1974,23,Finance,57,130
1975,43,Operations,26,28
1976,50,Finance,24,18
1977,16,Finance,68,73
1978,28,Operations,106,39
1979,25,Support,120,48
1980,24,IT,36,8
1981,26,HR,85,60
1982,40,Sales,67,147
1983,23,Operations,141,145
1984,6,Support,142,115
1985,16,Sales,140,46
1986,26,IT,66,37
1987,46,Operations,13,60
1988,38,Support,99,122
1989,46,Operations,108,147
1990,25,Operations,64,70
1991,44,Support,34,97
1992,35,Support,99,20
1993,36,HR,70,115
1994,11,Sales,73,148
1995,50,Sales,74,118
1996,49,Operations,117,16
1997,43,Finance,73,64
1998,18,Finance,72,89
1999,43,Operations,116,38
2000,11,Operations,95,127
2001,30,HR,95,107
2002,32,Finance,14,68
2003,43,HR,85,92
2004,22,Operations,120,121
2005,43,Finance,127,71
2006,34,Finance,93,85
2007,19,IT,110,108
2008,48,Finance,37,128
2009,1,Finance,122,124
2010,20,IT,12,20
2011,42,IT,119,27
2012,44,Sales,108,139
2013,40,Sales,14,136
2014,21,Finance,136,37
2015,1,HR,25,87
2016,2,IT,82,130
2017,29,HR,119,50
2018,25,Operations,78,82
2019,45,Support,25,37
2020,4,IT,81,59
2021,25,HR,145,85
2022,26,Support,54,8
2023,43,Finance,61,106
2024,38,IT,69,91
2025,38,Sales,20,77
2026,30,Operations,85,127
2027,26,HR,138,90
2028,15,Finance,48,88
2029,50,Operations,86,78
2030,13,Support,91,43
2031,14,Operations,11,110
2032,25,Finance,34,61
2033,37,IT,136,28
2034,2,HR,35,50
2035,46,Support,121,135
2036,14,Operations,140,123
2037,17,HR,116,29
2038,14,Operations,18,11
2039,36,Support,86,140
2040,47,Operations,12,17
2041,16,Finance,22,82
2042,5,IT,109,53
2043,26,Support,28,33
2044,40,HR,91,13
2045,43,Sales,116,79
2046,36,Operations,59,121
2047,18,HR,35,107
2048,26,HR,31,37
2049,34,IT,87,112
2050,39,Finance,42,25
2051,41,HR,131,74
2052,41,Support,47,97
2053,8,Finance,101,97
2054,19,Support,129,85
2055,15,IT,147,69
2056,11,HR,55,107
2057,40,Operations,85,148
2058,40,Support,38,60
2059,17,Operations,48,48
2060,40,Finance,20,23
2061,35,Operations,106,111
2062,26,IT,87,136
2063,40,Finance,17,48
2064,32,Finance,13,79
2065,26,Operations,72,24
2066,4,Sales,104,28
2067,35,Operations,56,117
2068,33,HR,63,86
2069,4,IT,96,100
2070,12,IT,33,11
2071,5,HR,103,37
2072,47,IT,28,132
2073,13,Finance,136,110
2074,36,HR,60,110
2075,37,Operations,46,19
2076,47,HR,36,32
2077,13,IT,66,45
2078,39,Finance,53,47
2079,4,HR,147,55
2080,17,Sales,86,125
2081,13,Operations,76,70
2082,6,IT,76,19
2083,30,Finance,149,114
2084,26,Support,79,24
2085,38,Operations,40,102
2086,6,IT,55,94
2087,39,IT,122,42
2088,10,Operations,90,63
2089,31,Sales,107,102
2090,40,Sales,10,104
2091,25,IT,76,83
2092,39,HR,58,99
2093,37,Finance,69,123
2094,5,Sales,102,73
2095,1,Sales,79,64
2096,38,Finance,107,73
2097,27,HR,43,86
2098,38,Support,75,32
2099,10,IT,91,108
2100,28,Sales,78,114
2101,37,Operations,12,135
2102,39,Operations,32,58
2103,9,Sales,35,73
2104,40,Finance,84,99
2105,13,Support,93,64
2106,6,Support,24,96
2107,20,HR,125,13
2108,38,Finance,85,55
2109,7,HR,56,104
2110,33,Support,144,49
2111,9,Support,106,76
2112,22,HR,124,107
2113,26,Operations,12,145
2114,23,Finance,107,133
2115,40,IT,109,19
2116,22,HR,148,129
2117,14,HR,61,72
2118,33,HR,51,51
2119,39,IT,27,72
2120,9,Support,47,103
2121,16,Operations,72,57
2122,4,Sales,131,50
2123,40,Finance,118,17
2124,23,Support,145,91
2125,34,Support,110,100
2126,30,HR,22,63
2127,23,Support,81,22
2128,23,Operations,56,66
2129,44,Operations,68,117
2130,5,Operations,48,19
2131,13,Operations,54,28
2132,19,Operations,70,144
2133,24,Support,143,91
2134,24,Support,65,92
2135,39,Operations,90,17
2136,36,Sales,129,52
2137,1,IT,104,122
2138,10,IT,110,13
2139,29,Support,131,98
2140,3,Sales,88,130
2141,12,Support,44,130
2142,8,HR,68,34
2143,7,IT,32,9
2144,38,IT,82,53
2145,11,IT,119,29
2146,30,Operations,98,79
2147,16,Sales,30,73
2148,44,Finance,89,98
2149,12,Finance,134,18
2150,34,Finance,42,57
2151,2,IT,30,127
2152,45,Sales,80,112
2153,17,Finance,63,66
2154,34,Operations,70,67
2155,44,IT,65,118
2156,37,Finance,132,114
2157,9,Operations,74,125
2158,14,Operations,85,51
2159,31,IT,53,72
2160,21,Support,137,136
2161,20,Finance,141,77
2162,42,Sales,127,88
2163,16,HR,63,123
2164,5,Support,86,37
2165,13,Finance,141,148
2166,50,Finance,115,87
2167,17,HR,26,124
2168,46,Support,107,94
2169,7,Finance,24,98
2170,21,Support,112,19
2171,14,IT,11,11
2172,31,HR,149,65
2173,36,Support,76,81
2174,25,Sales,127,138
2175,43,Sales,10,49
2176,37,Support,32,130
2177,43,IT,89,68
2178,23,Sales,104,32
2179,30,Support,28,122
2180,35,HR,49,93
2181,28,Finance,125,141
2182,3,Finance,47,57
2183,12,Operations,100,45
2184,7,Finance,94,77
2185,3,Operations,131,145
2186,35,Operations,49,99
2187,11,Support,101,146
2188,31,HR,23,103
2189,44,Operations,68,62
